Flight Number,Origin,Destination,Departure Time,Arrival Time,Delay (min),Cancelled,Passenger Age,Passenger Gender,Ticket Class,Satisfaction Score,Ticket Price,Ancillary Revenue,Fuel Cost,Profit
FL5421,MIA,BOS,05/01/2023 01:27,05/01/2023 07:15,56,FALSE,64,Male,Premium Economy,3.5,1538.22,139.31,8862.78,-7185.25
FL8915,ATL,ORD,18/02/2023 03:07,18/02/2023 06:15,89,FALSE,35,Male,Premium Economy,4.2,1293.88,19.19,5466.84,-4153.77
FL6231,DFW,SEA,08/12/2023 01:12,08/12/2023 05:36,0,FALSE,60,Other,Premium Economy,4.8,843.97,291.76,14422.25,-13286.52
FL3995,BOS,DFW,03/06/2023 15:27,03/06/2023 20:48,0,TRUE,36,Male,Business,2.9,1109.26,127.82,5175.69,-3938.61
FL3651,DFW,ATL,04/07/2023 05:31,04/07/2023 10:01,0,FALSE,24,Male,Business,2.4,407.33,177.32,15075.78,-14491.13
FL4213,ORD,BOS,28/08/2023 13:56,28/08/2023 17:12,0,FALSE,20,Female,Economy,1.2,1948.18,223.87,15582.81,-13410.76
FL5426,SFO,SEA,09/10/2023 07:59,09/10/2023 11:36,0,FALSE,43,Female,Business,4.2,129.87,186.19,10002.07,-9686.01
FL6362,JFK,BOS,28/08/2023 06:55,28/08/2023 10:38,0,FALSE,65,Male,Premium Economy,3.4,1187.75,28.85,7367.74,-6151.14
FL9760,JFK,SEA,19/08/2023 03:06,19/08/2023 09:51,0,FALSE,80,Other,First,1.2,1210.95,253.3,18092.52,-16628.27
FL1463,DEN,BOS,04/12/2023 19:15,05/12/2023 01:11,0,FALSE,43,Female,Business,3.9,1849.32,39.23,10732.63,-8844.08
FL7606,DFW,MIA,11/05/2023 06:13,11/05/2023 13:04,0,FALSE,72,Male,Economy,2.5,683.88,53.37,8338.33,-7601.08
FL1848,MIA,DFW,22/11/2023 12:28,22/11/2023 17:22,0,FALSE,72,Other,Economy,2,677.42,211.08,11339.11,-10450.61
FL8998,SEA,DFW,17/10/2023 14:01,17/10/2023 17:10,0,TRUE,78,Female,Premium Economy,2.2,1120.94,226.14,14267.65,-12920.57
FL7524,ATL,MIA,11/04/2023 12:10,11/04/2023 16:57,0,TRUE,47,Female,Premium Economy,3.4,976,132.32,8164.96,-7056.64
FL4671,JFK,SEA,23/01/2023 18:12,23/01/2023 23:23,0,FALSE,39,Other,Premium Economy,1,333.65,200.16,8203.52,-7669.71
FL3163,MIA,DEN,16/11/2023 21:11,17/11/2023 01:01,0,TRUE,62,Female,Premium Economy,2.6,644.69,261.58,13073.78,-12167.51
FL8137,SFO,DFW,11/01/2023 09:23,11/01/2023 12:44,0,TRUE,69,Male,Business,4.9,1473.85,57.47,6895.03,-5363.71
FL1280,JFK,ORD,12/12/2023 09:58,12/12/2023 16:29,0,FALSE,25,Female,Business,2.7,1865.78,89.32,9084.73,-7129.63
FL7546,ATL,SFO,15/07/2023 10:54,15/07/2023 14:13,0,TRUE,19,Male,Business,4.7,977.1,277.66,18876.04,-17621.28
FL9921,LAX,DEN,20/08/2023 15:39,20/08/2023 20:36,0,TRUE,76,Female,Economy,3,927.11,221.67,10534.5,-9385.72
FL2252,MIA,DEN,20/01/2023 00:17,20/01/2023 02:51,165,FALSE,71,Male,Business,3.4,1643.12,139.34,6693.29,-4910.83
FL9014,ATL,DEN,16/09/2023 04:42,16/09/2023 09:49,0,FALSE,51,Male,Economy,1.1,1197.54,223.12,10926.58,-9505.92
FL5510,DEN,BOS,23/10/2023 03:04,23/10/2023 09:52,0,FALSE,21,Other,Economy,4,1021.03,165.25,6811.43,-5625.15
FL6653,DEN,DFW,24/02/2023 23:14,25/02/2023 01:58,0,FALSE,54,Female,Premium Economy,2.1,1883.98,221.48,15320.34,-13214.88
FL7927,LAX,DFW,11/02/2023 09:25,11/02/2023 12:06,0,FALSE,62,Male,Business,5,1535.78,299.84,17109.68,-15274.06
FL1245,ATL,DEN,23/01/2023 02:14,23/01/2023 05:27,87,FALSE,73,Female,First,2.9,303.74,281.21,15412.65,-14827.7
FL3215,JFK,ORD,10/08/2023 17:42,10/08/2023 20:42,115,FALSE,76,Male,Premium Economy,2.3,965.88,285.54,9497.26,-8245.84
FL1365,LAX,SFO,04/10/2023 13:02,04/10/2023 15:20,0,TRUE,69,Male,First,4.5,624.31,121.24,5758.12,-5012.57
FL4684,ATL,ORD,05/04/2023 18:46,06/04/2023 01:08,0,TRUE,48,Male,Economy,1.9,1049.46,52.14,16880.54,-15778.94
FL6524,DFW,BOS,01/02/2023 06:31,01/02/2023 10:58,0,FALSE,31,Female,Premium Economy,4.4,589.14,33.66,13910.76,-13287.96
FL5967,JFK,BOS,17/08/2023 01:41,17/08/2023 05:57,0,FALSE,32,Other,Business,2.5,1034.18,82.8,9154.38,-8037.4
FL5925,JFK,SEA,04/04/2023 17:50,05/04/2023 00:02,75,FALSE,78,Male,Economy,1.8,1395.98,205.54,12379.43,-10777.91
FL5971,SFO,LAX,17/06/2023 17:27,17/06/2023 19:46,0,FALSE,36,Male,Business,2.6,1354.81,255.26,10461.09,-8851.02
FL1068,LAX,ATL,22/05/2023 01:24,22/05/2023 05:58,0,FALSE,36,Male,Business,3.6,1331.28,149.06,18419.86,-16939.52
FL3488,ORD,SFO,07/04/2023 17:11,07/04/2023 22:45,0,FALSE,62,Other,Business,4.6,1645.06,50.19,13895.52,-12200.27
FL8179,LAX,ATL,15/07/2023 03:18,15/07/2023 09:08,0,FALSE,71,Other,Economy,4.9,161.59,252.82,5537.91,-5123.5
FL3733,SEA,MIA,04/06/2023 11:56,04/06/2023 16:14,160,FALSE,47,Male,Business,2.1,436.3,175.81,19238.94,-18626.83
FL1500,SEA,ORD,28/11/2023 05:18,28/11/2023 10:19,0,TRUE,20,Other,First,2.2,1896.4,28,12641.14,-10716.74
FL3160,MIA,DEN,17/10/2023 16:56,17/10/2023 21:04,0,FALSE,70,Male,Business,3.6,204.43,212.27,12139.17,-11722.47
FL3603,LAX,SFO,09/06/2023 12:10,09/06/2023 16:46,0,FALSE,24,Other,Economy,2.5,1296.16,113.45,7460.31,-6050.7
FL2815,DEN,SFO,01/03/2023 20:58,02/03/2023 01:37,0,FALSE,24,Male,Premium Economy,4,263.59,191.49,5518.89,-5063.81
FL1890,DEN,DFW,08/09/2023 14:06,08/09/2023 18:26,0,TRUE,18,Male,Business,2.2,1491.57,223.85,18758.66,-17043.24
FL4166,DEN,JFK,25/07/2023 13:44,25/07/2023 20:28,0,TRUE,68,Female,Economy,3.7,989.9,231.41,18346.54,-17125.23
FL4182,ORD,LAX,24/09/2023 02:48,24/09/2023 06:55,0,FALSE,65,Female,Premium Economy,3.5,367.22,7.03,5739.57,-5365.32
FL1610,SEA,BOS,02/04/2023 12:15,02/04/2023 18:56,0,FALSE,44,Female,Premium Economy,1.1,793.82,40.42,13726.6,-12892.36
FL4904,MIA,DEN,04/09/2023 22:41,05/09/2023 05:19,112,FALSE,22,Male,Premium Economy,3.5,865.82,168.83,18242.34,-17207.69
FL7634,DFW,SFO,17/07/2023 02:01,17/07/2023 04:49,0,TRUE,56,Female,First,4.7,701.82,123.25,10561.99,-9736.92
FL4637,SFO,ATL,25/04/2023 12:23,25/04/2023 18:53,0,TRUE,49,Male,Economy,4.5,1054.81,217.48,10111.59,-8839.3
FL3696,SEA,ORD,07/12/2023 15:46,07/12/2023 22:34,0,FALSE,51,Female,Premium Economy,1.4,636.95,286.11,19756.37,-18833.31
FL9707,SEA,DFW,20/03/2023 07:49,20/03/2023 10:13,109,FALSE,41,Female,Premium Economy,3.1,1472.08,112.44,18901.42,-17316.9
FL5322,ORD,DFW,19/01/2023 09:41,19/01/2023 15:22,0,TRUE,49,Male,First,1.3,136.84,18.89,6174.3,-6018.57
FL7742,DEN,DFW,27/03/2023 17:00,27/03/2023 19:57,0,TRUE,26,Male,Economy,4.6,135.25,290.98,9519.3,-9093.07
FL8870,SEA,BOS,16/05/2023 17:03,16/05/2023 19:47,0,FALSE,42,Female,First,3.6,1659.85,125.52,14345.26,-12559.89
FL4119,JFK,DEN,18/05/2023 17:39,18/05/2023 23:23,0,FALSE,72,Female,Premium Economy,4.9,692.35,222.08,7881.64,-6967.21
FL3685,JFK,DEN,26/11/2023 09:31,26/11/2023 13:38,0,FALSE,51,Female,Business,3.3,960.39,173.87,17435.28,-16301.02
FL2246,MIA,DFW,09/12/2023 08:17,09/12/2023 11:42,0,FALSE,35,Male,Economy,4.8,1894.64,215.7,16980.35,-14870.01
FL4230,DEN,ATL,15/01/2023 06:10,15/01/2023 08:49,0,FALSE,61,Male,Economy,1.1,1485.67,162.02,12780.14,-11132.45
FL7876,JFK,BOS,08/05/2023 10:38,08/05/2023 16:22,0,FALSE,79,Male,Economy,1.1,1805.63,218.53,7025.18,-5001.02
FL6360,BOS,ORD,18/04/2023 00:32,18/04/2023 07:04,0,FALSE,24,Female,Premium Economy,3.5,782.09,122.43,10163.42,-9258.9
FL8330,DEN,SFO,26/08/2023 12:27,26/08/2023 18:51,0,FALSE,70,Female,First,3.8,1772.86,298.53,8432.49,-6361.1
FL7097,LAX,ATL,18/11/2023 17:16,18/11/2023 21:01,0,TRUE,70,Male,First,3,1165.54,60.89,19465.95,-18239.52
FL2222,SFO,MIA,03/11/2023 07:15,03/11/2023 10:11,0,FALSE,69,Female,Economy,3.8,1110.5,259.94,15713.46,-14343.02
FL2735,SEA,ORD,12/10/2023 01:08,12/10/2023 06:39,0,FALSE,21,Female,First,2.6,290.26,213.24,14509.51,-14006.01
FL2625,SFO,SEA,02/10/2023 22:07,03/10/2023 02:29,0,FALSE,53,Male,Economy,4.8,1378.79,212.04,13073.25,-11482.42
FL5966,LAX,DFW,03/12/2023 09:51,03/12/2023 11:59,0,FALSE,44,Male,Economy,2.5,1932.73,195.83,5312.18,-3183.62
FL7004,SFO,LAX,16/06/2023 15:24,16/06/2023 18:26,0,FALSE,56,Other,Premium Economy,2.6,1308.05,42.62,13131.54,-11780.87
FL7922,DEN,ATL,24/09/2023 11:31,24/09/2023 18:29,0,FALSE,77,Female,First,4.7,1966.87,61.46,17913.95,-15885.62
FL1148,DEN,SFO,24/12/2023 12:22,24/12/2023 17:47,0,FALSE,43,Male,Economy,4,1096.84,298.45,16383.41,-14988.12
FL5272,DFW,DEN,09/01/2023 06:02,09/01/2023 09:58,74,FALSE,29,Other,First,2,1742.86,230,6627.64,-4654.78
FL3240,DFW,LAX,28/01/2023 08:45,28/01/2023 13:56,0,FALSE,78,Other,Economy,4.6,647.6,124.51,6583.31,-5811.2
FL4820,DFW,DEN,14/06/2023 15:31,14/06/2023 19:10,0,TRUE,39,Male,Premium Economy,2.2,1133.89,10.49,11337.62,-10193.24
FL4886,LAX,ATL,03/01/2023 13:17,03/01/2023 19:54,104,TRUE,29,Female,Economy,4.2,1262.14,15.83,8755.97,-7478
FL7834,DFW,ORD,02/05/2023 12:38,02/05/2023 18:32,0,FALSE,30,Female,Premium Economy,1.9,1045.07,88.76,6574.3,-5440.47
FL2375,LAX,DFW,25/10/2023 00:45,25/10/2023 03:06,0,TRUE,72,Other,Economy,4.7,1245.2,299.36,13988.18,-12443.62
FL6242,BOS,LAX,17/01/2023 08:33,17/01/2023 14:03,0,TRUE,36,Female,Premium Economy,2.7,976.13,86.17,7591.62,-6529.32
FL4688,DEN,ATL,14/10/2023 01:52,14/10/2023 03:57,0,FALSE,43,Male,Economy,3.8,513.47,233.97,10495.76,-9748.32
FL4971,SFO,JFK,10/01/2023 10:02,10/01/2023 12:50,171,FALSE,76,Male,Business,2.5,962.46,17.9,14666.55,-13686.19
FL2232,MIA,SEA,21/04/2023 16:11,21/04/2023 22:52,0,FALSE,68,Male,Economy,1.3,884.05,131.26,17357.89,-16342.58
FL6543,LAX,DFW,05/04/2023 02:28,05/04/2023 07:41,119,TRUE,46,Male,Business,2,600.39,35.08,15696.84,-15061.37
FL1469,LAX,ORD,25/08/2023 09:39,25/08/2023 15:22,0,TRUE,67,Male,Premium Economy,4.2,348.68,225.26,13744.07,-13170.13
FL5129,SEA,DFW,10/01/2023 07:55,10/01/2023 10:31,0,FALSE,42,Female,First,1.7,1841.2,85.92,19446.52,-17519.4
FL1373,DFW,DEN,03/12/2023 02:26,03/12/2023 07:50,0,FALSE,46,Other,Economy,4.1,1626.93,240.5,6396.76,-4529.33
FL8530,JFK,MIA,06/08/2023 18:01,06/08/2023 23:32,29,FALSE,28,Other,First,3.8,866.32,44.22,18589.77,-17679.23
FL5726,JFK,SFO,23/01/2023 05:11,23/01/2023 08:41,0,FALSE,44,Other,Premium Economy,2,1899.06,51.97,11673.07,-9722.04
FL7543,DFW,MIA,07/04/2023 19:51,07/04/2023 22:38,173,FALSE,28,Other,Premium Economy,4.5,814.38,41.52,6682.6,-5826.7
FL5519,SFO,ATL,17/08/2023 20:40,18/08/2023 02:56,0,FALSE,73,Male,Premium Economy,2.4,257.56,80.92,8104.71,-7766.23
FL8962,ATL,DEN,18/09/2023 13:09,18/09/2023 16:30,0,FALSE,47,Female,First,2.5,1532.64,299.56,14944.65,-13112.45
FL1765,MIA,DEN,16/02/2023 11:35,16/02/2023 15:31,0,FALSE,49,Female,Business,1.7,207.66,0.93,5343,-5134.41
FL2564,JFK,MIA,08/07/2023 09:55,08/07/2023 14:09,136,FALSE,20,Female,Premium Economy,3.5,315.05,104.45,18625.35,-18205.85
FL1785,SFO,MIA,05/12/2023 17:27,05/12/2023 19:34,0,FALSE,53,Male,Premium Economy,1.1,902,197.86,19866.86,-18767
FL4135,LAX,BOS,07/05/2023 04:06,07/05/2023 07:20,16,FALSE,22,Female,Premium Economy,3.9,1546.06,18.68,8113.52,-6548.78
FL2474,LAX,DFW,17/02/2023 15:23,17/02/2023 21:00,0,FALSE,34,Male,Economy,2.8,1242.94,175.72,16789.45,-15370.79
FL2580,ORD,DFW,13/04/2023 22:09,14/04/2023 01:10,39,FALSE,44,Male,Economy,2.7,170.39,35.35,11446.63,-11240.89
FL8328,JFK,LAX,13/07/2023 09:43,13/07/2023 14:13,0,FALSE,33,Female,Business,2.3,1604.12,24.65,17606.46,-15977.69
FL7636,JFK,SFO,17/04/2023 04:34,17/04/2023 11:23,0,TRUE,57,Other,Premium Economy,1.3,105.59,97.12,19427.92,-19225.21
FL2146,ATL,SFO,21/07/2023 12:18,21/07/2023 19:08,0,FALSE,35,Other,Business,2.5,345.92,246.53,19665.3,-19072.85
FL9035,LAX,DFW,16/09/2023 12:27,16/09/2023 19:15,100,FALSE,26,Other,Business,3.4,1164.93,75.26,13928.54,-12688.35
FL6908,BOS,MIA,03/04/2023 23:57,04/04/2023 03:50,0,FALSE,36,Other,Economy,4.6,1762.73,266.91,16965.59,-14935.95
FL6207,SEA,JFK,13/03/2023 07:54,13/03/2023 10:22,0,FALSE,58,Male,Business,3.9,1198.43,189.44,13538.59,-12150.72
FL4164,MIA,SEA,22/02/2023 19:29,22/02/2023 23:19,0,FALSE,65,Male,Business,4.5,114.19,31.62,13426.08,-13280.27
FL8245,MIA,DFW,27/05/2023 08:47,27/05/2023 11:32,75,FALSE,65,Male,Economy,1,1581.22,241.22,6462.81,-4640.37
FL2215,DFW,DEN,12/11/2023 21:35,13/11/2023 02:34,0,FALSE,64,Male,Premium Economy,5,980.18,50.12,16975.74,-15945.44
FL7796,BOS,SFO,26/03/2023 15:51,26/03/2023 18:56,0,FALSE,35,Male,Business,3.5,165.74,41.73,8674.23,-8466.76
FL5392,DFW,DEN,25/01/2023 16:45,25/01/2023 22:19,0,FALSE,74,Male,First,2.6,336.57,207.15,7459.91,-6916.19
FL8004,ATL,DFW,28/04/2023 22:27,29/04/2023 02:53,151,FALSE,35,Male,First,2.1,349.68,168.94,14402.04,-13883.42
FL2958,DEN,SFO,18/09/2023 20:36,19/09/2023 00:46,0,FALSE,43,Other,Economy,1.1,1264.52,180.3,13996.03,-12551.21
FL5410,DFW,SEA,21/06/2023 03:43,21/06/2023 09:42,0,FALSE,53,Other,Business,1.8,515.21,156.17,10024.22,-9352.84
FL5799,BOS,ATL,11/04/2023 04:02,11/04/2023 10:40,0,FALSE,49,Male,First,2.1,1512.93,30.73,12573.54,-11029.88
FL4149,JFK,LAX,21/12/2023 23:55,22/12/2023 05:48,0,TRUE,42,Other,First,2.6,1330.53,296.81,5727.64,-4100.3
FL5789,JFK,ORD,16/04/2023 01:53,16/04/2023 03:59,59,TRUE,44,Male,First,4.1,1939.96,142.08,19839.61,-17757.57
FL3467,ATL,DEN,26/01/2023 17:07,26/01/2023 23:51,0,FALSE,45,Female,First,1.8,718.22,291.53,9518.47,-8508.72
FL1618,ORD,LAX,05/06/2023 11:43,05/06/2023 16:16,0,FALSE,71,Other,Premium Economy,3.6,260.75,6.66,13112.46,-12845.05
FL9859,SEA,SFO,21/11/2023 17:30,21/11/2023 20:06,0,FALSE,65,Male,Business,1.6,1972.07,33.12,11256.43,-9251.24
FL1618,SEA,SFO,14/01/2023 20:30,15/01/2023 02:33,85,FALSE,37,Other,First,4.3,132.42,111.43,5820.99,-5577.14
FL7230,ATL,BOS,12/08/2023 18:27,12/08/2023 21:14,0,TRUE,73,Male,Business,3.9,270.08,179.07,17245.7,-16796.55
FL5774,JFK,SEA,12/06/2023 00:26,12/06/2023 06:37,0,TRUE,48,Female,Premium Economy,2.4,146.51,73.71,8812.26,-8592.04
FL9906,DEN,DFW,26/11/2023 10:43,26/11/2023 14:30,0,FALSE,45,Female,Business,1.5,536.35,128.79,10851.8,-10186.66
FL6400,MIA,DFW,17/05/2023 22:42,18/05/2023 05:07,0,TRUE,52,Female,Business,2.5,1607.26,148.06,13369.29,-11613.97
FL5019,SFO,MIA,01/10/2023 11:51,01/10/2023 13:58,0,FALSE,66,Male,Premium Economy,2.5,1675.6,73.39,16009.42,-14260.43
FL5932,BOS,DEN,19/01/2023 11:35,19/01/2023 13:43,0,TRUE,37,Female,First,3,753.27,284.55,15007.36,-13969.54
FL6180,SFO,JFK,02/07/2023 14:03,02/07/2023 16:32,0,FALSE,69,Other,Premium Economy,2.2,1988.4,103.98,12764.91,-10672.53
FL1384,JFK,ATL,12/08/2023 06:14,12/08/2023 13:07,0,FALSE,48,Male,Economy,3.2,174.93,191.01,14420.52,-14054.58
FL2595,ATL,DEN,04/11/2023 17:59,05/11/2023 00:31,0,FALSE,50,Female,Business,4.9,1839.24,278.39,11227.11,-9109.48
FL2295,ORD,BOS,08/02/2023 10:12,08/02/2023 13:17,0,TRUE,35,Male,First,3,1545.75,142.25,8881.92,-7193.92
FL5428,BOS,DFW,03/02/2023 10:47,03/02/2023 13:39,166,FALSE,43,Other,First,3.1,1787.73,277.02,15182.88,-13118.13
FL7662,MIA,LAX,14/06/2023 01:03,14/06/2023 06:32,0,TRUE,21,Male,Economy,3.3,1910.89,289.1,11119.06,-8919.07
FL4474,ORD,BOS,23/03/2023 03:32,23/03/2023 09:16,0,FALSE,59,Female,Economy,4.7,1117.74,150.79,17601.74,-16333.21
FL1013,DEN,LAX,02/10/2023 13:47,02/10/2023 18:04,0,TRUE,54,Female,Premium Economy,1.8,1507.6,221.17,8417.76,-6688.99
FL5590,ATL,JFK,01/12/2023 02:08,01/12/2023 08:30,0,FALSE,27,Female,Economy,4.7,1894.78,213.46,13720.71,-11612.47
FL3842,MIA,BOS,03/10/2023 03:22,03/10/2023 05:29,0,TRUE,49,Female,Business,2.5,515.65,94.1,7153.29,-6543.54
FL5316,MIA,BOS,02/04/2023 11:15,02/04/2023 15:40,0,FALSE,75,Other,First,3.7,1920.78,195.11,13092.92,-10977.03
FL5237,SEA,MIA,15/12/2023 05:52,15/12/2023 08:57,0,FALSE,58,Female,First,4.1,1850.88,145.25,18529.44,-16533.31
FL9301,BOS,ATL,14/10/2023 06:13,14/10/2023 11:38,0,TRUE,41,Female,Premium Economy,1.6,582.74,123.22,7290.37,-6584.41
FL6602,MIA,ORD,24/01/2023 21:30,25/01/2023 00:19,0,FALSE,34,Other,First,3.5,524.76,222.1,13832.44,-13085.58
FL5289,DFW,SFO,27/03/2023 03:01,27/03/2023 05:51,0,TRUE,63,Other,Business,1.2,794.95,15.5,9021.44,-8210.99
FL5004,JFK,BOS,07/05/2023 16:12,07/05/2023 19:59,0,FALSE,19,Male,Business,2.2,383.81,99.38,12645.93,-12162.74
FL1526,ATL,DFW,19/08/2023 19:55,20/08/2023 01:20,96,FALSE,72,Male,Economy,4.8,1929.38,176.99,7582.91,-5476.54
FL5402,SFO,SEA,25/11/2023 11:42,25/11/2023 17:38,87,TRUE,40,Other,Business,3.6,1597.95,201.22,16713.53,-14914.36
FL6443,ORD,ATL,09/04/2023 19:06,10/04/2023 00:40,0,TRUE,50,Other,Premium Economy,4.2,1160.65,298.6,12256.62,-10797.37
FL5089,BOS,SEA,13/12/2023 11:02,13/12/2023 17:52,0,FALSE,39,Female,Economy,2.8,971.45,59.81,5100.67,-4069.41
FL6503,LAX,BOS,24/01/2023 22:25,25/01/2023 00:35,0,FALSE,23,Female,Business,4.9,599.41,136.25,17199.89,-16464.23
FL1751,SFO,LAX,03/01/2023 07:49,03/01/2023 11:03,0,FALSE,28,Other,Premium Economy,4.9,412.6,91.09,10111.49,-9607.8
FL3065,JFK,MIA,04/07/2023 19:13,05/07/2023 00:10,0,FALSE,19,Male,Economy,3,122.59,138.19,16523.9,-16263.12
FL3278,LAX,DEN,15/04/2023 04:30,15/04/2023 09:29,0,TRUE,60,Male,First,1,1991.21,154.88,12784.48,-10638.39
FL1239,DFW,LAX,24/10/2023 21:36,25/10/2023 00:49,136,FALSE,32,Other,Economy,2.8,1804.77,200.29,13912.59,-11907.53
FL7054,SEA,ORD,12/12/2023 02:33,12/12/2023 05:28,98,FALSE,18,Female,First,4.3,879.85,215.88,9934.31,-8838.58
FL1566,MIA,ORD,27/07/2023 14:55,27/07/2023 20:15,0,FALSE,20,Female,Premium Economy,4.2,193.7,199.11,15209.63,-14816.82
FL4741,JFK,BOS,21/11/2023 00:09,21/11/2023 05:46,0,TRUE,67,Female,First,2.7,214.07,64.88,14076.78,-13797.83
FL4150,MIA,DEN,21/08/2023 06:39,21/08/2023 09:58,0,FALSE,50,Female,Economy,5,1854.06,71.87,6168.57,-4242.64
FL5540,ORD,JFK,24/11/2023 02:01,24/11/2023 08:21,0,FALSE,62,Male,Economy,2.1,1148.25,221.63,6961.23,-5591.35
FL2232,DEN,JFK,20/08/2023 09:23,20/08/2023 12:38,0,FALSE,41,Other,Economy,4.5,394.42,204.91,13696.75,-13097.42
FL9483,BOS,DFW,09/08/2023 23:22,10/08/2023 03:34,0,TRUE,59,Female,First,1.5,422.14,12.72,11881.8,-11446.94
FL5180,SEA,ORD,26/01/2023 20:19,27/01/2023 01:30,0,FALSE,20,Male,Business,2.7,857.74,24.73,6560.95,-5678.48
FL2117,SEA,BOS,17/06/2023 04:01,17/06/2023 07:34,0,FALSE,45,Male,Premium Economy,3.3,269.12,167.53,10049.36,-9612.71
FL5028,SFO,SEA,06/02/2023 23:17,07/02/2023 04:11,0,FALSE,70,Other,First,3,1486.43,133.33,8606.95,-6987.19
FL9442,SEA,DEN,07/06/2023 06:09,07/06/2023 08:46,137,TRUE,46,Female,Business,4.3,519.11,108.47,17052.87,-16425.29
FL8289,SEA,BOS,27/11/2023 02:08,27/11/2023 05:44,0,FALSE,21,Other,Economy,4.7,1631.55,160.31,13987.86,-12196
FL7187,LAX,ATL,26/07/2023 03:13,26/07/2023 05:37,74,FALSE,20,Female,First,4.9,754.21,189.24,8741.52,-7798.07
FL1247,LAX,ORD,01/11/2023 12:07,01/11/2023 16:40,0,FALSE,72,Female,Premium Economy,3,275.42,221.33,5031.68,-4534.93
FL7542,DFW,ORD,03/02/2023 03:23,03/02/2023 09:10,0,FALSE,59,Male,Economy,2.7,228.94,67.52,19812.56,-19516.1
FL5710,JFK,MIA,19/07/2023 03:44,19/07/2023 08:49,0,FALSE,57,Male,Premium Economy,1,532.37,208.96,14715.32,-13973.99
FL6115,DFW,LAX,02/02/2023 09:19,02/02/2023 15:40,0,TRUE,39,Male,First,2,1208.05,186.25,10673.74,-9279.44
FL8728,SFO,ORD,14/12/2023 03:41,14/12/2023 07:47,0,TRUE,59,Other,Premium Economy,4.7,933.73,234.63,13500.73,-12332.37
FL5248,ORD,DEN,04/04/2023 01:05,04/04/2023 06:24,0,FALSE,30,Male,First,2.3,499.63,200.81,6690.22,-5989.78
FL1927,JFK,ATL,01/05/2023 19:43,02/05/2023 01:14,0,FALSE,80,Female,Business,3.3,1214.63,60.55,5626.74,-4351.56
FL5667,LAX,MIA,06/04/2023 08:51,06/04/2023 15:33,0,FALSE,69,Other,Economy,2,1166.06,155.82,11829.76,-10507.88
FL8583,DEN,SFO,16/03/2023 23:04,17/03/2023 04:08,147,FALSE,70,Other,Economy,4.6,1897.07,54.42,18740.52,-16789.03
FL5792,ATL,ORD,02/03/2023 05:43,02/03/2023 11:59,0,FALSE,31,Other,Business,4.4,1425.59,75.66,6425.9,-4924.65
FL2154,SEA,DEN,13/09/2023 15:25,13/09/2023 19:03,64,FALSE,46,Female,Premium Economy,2.7,1081.83,283.68,14754.45,-13388.94
FL1490,SFO,ATL,25/10/2023 05:58,25/10/2023 11:56,0,FALSE,57,Other,First,3.9,283.74,58.51,12208.9,-11866.65
FL4844,DFW,SFO,15/10/2023 09:19,15/10/2023 12:40,29,FALSE,33,Female,Business,2.3,598.93,47.14,19883.51,-19237.44
FL8393,DFW,SEA,22/04/2023 14:09,22/04/2023 19:06,178,TRUE,37,Other,First,2.3,118.3,191.1,15717.65,-15408.25
FL6822,LAX,BOS,25/06/2023 12:07,25/06/2023 14:39,54,FALSE,30,Other,Economy,4.7,1654.69,13.5,7441.68,-5773.49
FL9921,LAX,ATL,10/09/2023 03:02,10/09/2023 09:50,0,FALSE,28,Female,Economy,1,638.16,98.8,15799.23,-15062.27
FL4730,SEA,DEN,07/04/2023 01:45,07/04/2023 06:05,73,FALSE,65,Male,First,2.5,412.13,94.27,19112.59,-18606.19
FL9065,SFO,DEN,24/01/2023 20:43,25/01/2023 01:02,0,FALSE,32,Other,Economy,2.4,1099.25,130.78,12842.18,-11612.15
FL4528,BOS,SFO,02/05/2023 07:54,02/05/2023 13:26,0,TRUE,74,Female,Economy,2.5,1959.84,52.38,18012.25,-16000.03
FL6350,ORD,SFO,25/05/2023 02:08,25/05/2023 05:42,0,FALSE,34,Male,Economy,4.7,232.34,291.49,8505.24,-7981.41
FL4114,BOS,LAX,21/11/2023 14:17,21/11/2023 20:13,0,TRUE,38,Female,Premium Economy,1.9,1646.89,273.26,8445.76,-6525.61
FL3707,LAX,SEA,18/03/2023 14:55,18/03/2023 19:03,0,FALSE,45,Other,First,4.1,1902.48,223.35,9477.14,-7351.31
FL6070,SFO,DFW,08/09/2023 22:32,09/09/2023 03:50,0,FALSE,22,Other,First,2.9,1188.79,120.63,13925.18,-12615.76
FL9632,SEA,BOS,07/01/2023 00:35,07/01/2023 05:55,102,FALSE,52,Other,Economy,1.2,312.07,85.28,12392.44,-11995.09
FL8774,JFK,ATL,13/10/2023 15:40,13/10/2023 20:47,34,TRUE,52,Female,Premium Economy,4.9,234.25,170.09,8927.63,-8523.29
FL1086,SEA,DFW,19/05/2023 19:58,19/05/2023 23:06,0,TRUE,52,Male,Economy,3.1,1163.22,78.5,14484.39,-13242.67
FL4379,ATL,ORD,20/06/2023 11:39,20/06/2023 17:46,0,FALSE,78,Female,First,4.3,1039.84,219.61,13337.05,-12077.6
FL3959,DFW,SFO,01/11/2023 01:33,01/11/2023 08:29,52,FALSE,53,Other,Economy,3.7,1622.88,173.59,9035.12,-7238.65
FL5120,SEA,DEN,07/06/2023 09:31,07/06/2023 16:30,0,FALSE,57,Male,Premium Economy,4.5,843.57,126.69,6550.52,-5580.26
